Species,Phylum,Class,Family
Monotaxis grandoculis,Chordata,Actinopterygii,Lethrinidae
Mulloidichthys flavolineatus,Chordata,Actinopterygii,Mullidae
Rhinecanthus aculeatus,Chordata,Actinopterygii,Balistidae
Stethojulis bandanensis,Chordata,Actinopterygii,Labridae
Thalassoma hardwicke,Chordata,Actinopterygii,Labridae
Centropyge bispinosa,Chordata,Actinopterygii,Pomacanthidae
Centropyge flavissima,Chordata,Actinopterygii,Pomacanthidae
Chaetodon lunulatus,Chordata,Actinopterygii,Chaetodontidae
Chaetodon ornatissimus,Chordata,Actinopterygii,Chaetodontidae
Parupeneus multifasciatus,Chordata,Actinopterygii,Mullidae
Chromis viridis,Chordata,Actinopterygii,Pomacentridae
Ostracion meleagris,Chordata,Actinopterygii,Ostraciidae
Pomacanthus imperator,Chordata,Actinopterygii,Pomacanthidae
Sufflamen bursa,Chordata,Actinopterygii,Balistidae
Mulloidichthys vanicolensis,Chordata,Actinopterygii,Mullidae
Parupeneus cyclostomus,Chordata,Actinopterygii,Mullidae
Canthigaster solandri,Chordata,Actinopterygii,Tetraodontidae
Chrysiptera brownriggii,Chordata,Actinopterygii,Pomacentridae
Paracirrhites arcatus,Chordata,Actinopterygii,Cirrhitidae
Zanclus cornutus,Chordata,Actinopterygii,Zanclidae
Zebrasoma scopas,Chordata,Actinopterygii,Acanthuridae
Chlorurus sordidus,Chordata,Actinopterygii,Scaridae
Chromis iomelas,Chordata,Actinopterygii,Pomacentridae
Chromis margaritifer,Chordata,Actinopterygii,Pomacentridae
Chaetodon vagabundus,Chordata,Actinopterygii,Chaetodontidae
Cheilinus chlorourus,Chordata,Actinopterygii,Labridae
Centropyge loricula,Chordata,Actinopterygii,Pomacanthidae
Cephalopholis argus,Chordata,Actinopterygii,Serranidae
Cephalopholis urodeta,Chordata,Actinopterygii,Serranidae
Chaetodon pelewensis,Chordata,Actinopterygii,Chaetodontidae
Chaetodon reticulatus,Chordata,Actinopterygii,Chaetodontidae
Cheilinus trilobatus,Chordata,Actinopterygii,Labridae
Halichoeres marginatus,Chordata,Actinopterygii,Labridae
Plectroglyphidodon lacrymatus,Chordata,Actinopterygii,Pomacentridae
Canthigaster valentini,Chordata,Actinopterygii,Tetraodontidae
Acanthurus nigrofuscus,Chordata,Actinopterygii,Acanthuridae
Aulostomus chinensis,Chordata,Actinopterygii,Aulostomidae
Balistapus undulatus,Chordata,Actinopterygii,Balistidae
Corythoichthys flavofasciatus,Chordata,Actinopterygii,Syngnathidae
Ctenochaetus binotatus,Chordata,Actinopterygii,Acanthuridae
Fusigobius neophytus,Chordata,Actinopterygii,Gobiidae
Gnatholepis anjerensis,Chordata,Actinopterygii,Gobiidae
Thalassoma amblycephalum,Chordata,Actinopterygii,Labridae
Ctenogobiops feroculus,Chordata,Actinopterygii,Gobiidae
Chaetodon citrinellus,Chordata,Actinopterygii,Chaetodontidae
Chaetodon unimaculatus,Chordata,Actinopterygii,Chaetodontidae
Acanthurus pyroferus,Chordata,Actinopterygii,Acanthuridae
Aphareus furca,Chordata,Actinopterygii,Lutjanidae
Cetoscarus ocellatus,Chordata,Actinopterygii,Scaridae
Chaetodon auriga,Chordata,Actinopterygii,Chaetodontidae
Acanthurus triostegus,Chordata,Actinopterygii,Acanthuridae
Chaetodon quadrimaculatus,Chordata,Actinopterygii,Chaetodontidae
Coris gaimard,Chordata,Actinopterygii,Labridae
Chromis acares,Chordata,Actinopterygii,Pomacentridae
Chromis vanderbilti,Chordata,Actinopterygii,Pomacentridae
Cirrhilabrus scottorum,Chordata,Actinopterygii,Labridae
Ctenochaetus flavicauda,Chordata,Actinopterygii,Acanthuridae
Siganus spinus,Chordata,Actinopterygii,Siganidae
Nemateleotris magnifica,Chordata,Actinopterygii,Microdesmidae
Pseudocheilinus octotaenia,Chordata,Actinopterygii,Labridae
Scarus forsteni,Chordata,Actinopterygii,Scaridae
Siganus argenteus,Chordata,Actinopterygii,Siganidae
Zebrasoma veliferum,Chordata,Actinopterygii,Acanthuridae
Abudefduf sexfasciatus,Chordata,Actinopterygii,Pomacentridae
Pseudocheilinus tetrataenia,Chordata,Actinopterygii,Labridae
Stegastes fasciolatus,Chordata,Actinopterygii,Pomacentridae
Acanthurus nigricans,Chordata,Actinopterygii,Acanthuridae
Acanthurus olivaceus,Chordata,Actinopterygii,Acanthuridae
Amanses scopas,Chordata,Actinopterygii,Monacanthidae
Cantherhines sandwichiensis,Chordata,Actinopterygii,Monacanthidae
Apogon fraenatus,Chordata,Actinopterygii,Apogonidae
Arothron hispidus,Chordata,Actinopterygii,Tetraodontidae
Arothron meleagris,Chordata,Actinopterygii,Tetraodontidae
Asterropteryx ensifera,Chordata,Actinopterygii,Gobiidae
Chaetodon lunula,Chordata,Actinopterygii,Chaetodontidae
Hologymnosus annulatus,Chordata,Actinopterygii,Labridae
Novaculichthys taeniourus,Chordata,Actinopterygii,Labridae
Apogon nigrofasciatus,Chordata,Actinopterygii,Apogonidae
Saurida gracilis,Chordata,Actinopterygii,Synodontidae
Coris aygula,Chordata,Actinopterygii,Labridae
Halichoeres margaritaceus,Chordata,Actinopterygii,Labridae
Naso brevirostris,Chordata,Actinopterygii,Acanthuridae
Scarus niger,Chordata,Actinopterygii,Scaridae
Thalassoma quinquevittatum,Chordata,Actinopterygii,Labridae
Caracanthus maculatus,Chordata,Actinopterygii,Scorpaenidae
Gobiidae sp5,Chordata,Actinopterygii,Gobiidae
Neocirrhites armatus,Chordata,Actinopterygii,Cirrhitidae
Paracirrhites forsteri,Chordata,Actinopterygii,Cirrhitidae
Plectroglyphidodon johnstonianus,Chordata,Actinopterygii,Pomacentridae
Cirrhilabrus exquisitus,Chordata,Actinopterygii,Labridae
Odonus niger,Chordata,Actinopterygii,Balistidae
Plagiotremus tapeinosoma,Chordata,Actinopterygii,Blenniidae
Rhinecanthus lunula,Chordata,Actinopterygii,Balistidae
Sargocentron spiniferum,Chordata,Actinopterygii,Holocentridae
Blenniidae unidentified,Chordata,Actinopterygii,Blenniidae
Cantherhines dumerilii,Chordata,Actinopterygii,Monacanthidae
Canthigaster bennetti,Chordata,Actinopterygii,Tetraodontidae
Lethrinus xanthochilus,Chordata,Actinopterygii,Lethrinidae
Chlorurus microrhinos,Chordata,Actinopterygii,Scaridae
Diodon hystrix,Chordata,Actinopterygii,Diodontidae
Exallias brevis,Chordata,Actinopterygii,Blenniidae
Halichoeres ornatissimus,Chordata,Actinopterygii,Labridae
Lepidozygus tapeinosoma,Chordata,Actinopterygii,Pomacentridae
Melichthys niger,Chordata,Actinopterygii,Balistidae
Sargocentron diadema,Chordata,Actinopterygii,Holocentridae
Acanthurus achilles,Chordata,Actinopterygii,Acanthuridae
Anampses twistii,Chordata,Actinopterygii,Labridae
Carcharhinus melanopterus,Chordata,Elasmobranchii,Carcharhinidae
Chaetodon ephippium,Chordata,Actinopterygii,Chaetodontidae
Chaetodon ulietensis,Chordata,Actinopterygii,Chaetodontidae
Chromis atripectoralis,Chordata,Actinopterygii,Pomacentridae
Forcipiger longirostris,Chordata,Actinopterygii,Chaetodontidae
Naso vlamingii,Chordata,Actinopterygii,Acanthuridae
Parupeneus ciliatus,Chordata,Actinopterygii,Mullidae
Acanthurus thompsoni,Chordata,Actinopterygii,Acanthuridae
Chaetodon trichrous,Chordata,Actinopterygii,Chaetodontidae
Myripristis violacea,Chordata,Actinopterygii,Holocentridae
Neoniphon sammara,Chordata,Actinopterygii,Holocentridae
Oxycheilinus unifasciatus,Chordata,Actinopterygii,Labridae
Ptereleotris evides,Chordata,Actinopterygii,Microdesmidae
Scarus altipinnis,Chordata,Actinopterygii,Scaridae
Parupeneus pleurostigma,Chordata,Actinopterygii,Mullidae
Cheilinus oxycephalus,Chordata,Actinopterygii,Labridae
Chromis agilis,Chordata,Actinopterygii,Pomacentridae
Pseudocheilinus evanidus,Chordata,Actinopterygii,Labridae
Stegastes punctatus,Chordata,Actinopterygii,Pomacentridae
Acanthurus nigricauda,Chordata,Actinopterygii,Acanthuridae
Chaetodon trifascialis,Chordata,Actinopterygii,Chaetodontidae
Chromis xanthura,Chordata,Actinopterygii,Pomacentridae
Cirripectes variolosus,Chordata,Actinopterygii,Blenniidae
Pterois radiata,Chordata,Actinopterygii,Scorpaenidae
Macropharyngodon meleagris,Chordata,Actinopterygii,Labridae
Gymnothorax meleagris,Chordata,Actinopterygii,Muraenidae
Bryaninops tigris,Chordata,Actinopterygii,Gobiidae
Sargocentron microstoma,Chordata,Actinopterygii,Holocentridae
Cheilinus sp,Chordata,Actinopterygii,Labridae
Labroides rubrolabiatus,Chordata,Actinopterygii,Labridae
Paracirrhites hemistictus,Chordata,Actinopterygii,Cirrhitidae
Amphiprion chrysopterus,Chordata,Actinopterygii,Pomacentridae
Epinephelus fasciatus,Chordata,Actinopterygii,Serranidae
Gymnothorax javanicus,Chordata,Actinopterygii,Muraenidae
Labridae sp3,Chordata,Actinopterygii,Labridae
Pseudanthias olivaceus,Chordata,Actinopterygii,Serranidae
Blenniidae sp5,Chordata,Actinopterygii,Blenniidae
Gymnothorax flavimarginatus,Chordata,Actinopterygii,Muraenidae
Macropharyngodon ornatus,Chordata,Actinopterygii,Labridae
Pomachromis fuscidorsalis,Chordata,Actinopterygii,Pomacentridae
Pseudanthias pascalus,Chordata,Actinopterygii,Serranidae
Abudefduf septemfasciatus,Chordata,Actinopterygii,Pomacentridae
Parupeneus barberinus,Chordata,Actinopterygii,Mullidae
Sargocentron caudimaculatum,Chordata,Actinopterygii,Holocentridae
Anampses caeruleopunctatus,Chordata,Actinopterygii,Labridae
Scarus tricolor,Chordata,Actinopterygii,Scaridae
Centropyge heraldi,Chordata,Actinopterygii,Pomacanthidae
Plectroglyphidodon sp,Chordata,Actinopterygii,Pomacentridae
Chaetodon bennetti,Chordata,Actinopterygii,Chaetodontidae
Gobiodon sp,Chordata,Actinopterygii,Gobiidae
Sphyraena sp1,Chordata,Actinopterygii,Sphyraenidae
Gobiodon quinquestrigatus,Chordata,Actinopterygii,Gobiidae
Aluterus scriptus,Chordata,Actinopterygii,Monacanthidae
Canthigaster sp1,Chordata,Actinopterygii,Tetraodontidae
Myripristis berndti,Chordata,Actinopterygii,Holocentridae
Bodianus axillaris,Chordata,Actinopterygii,Labridae
Hemigymnus fasciatus,Chordata,Actinopterygii,Labridae
Scarus rubroviolaceus,Chordata,Actinopterygii,Scaridae
Scarus schlegeli,Chordata,Actinopterygii,Scaridae
Paragobiodon modestus,Chordata,Actinopterygii,Gobiidae
Cephalopholis sexmaculata,Chordata,Actinopterygii,Serranidae
Synodus binotatus,Chordata,Actinopterygii,Synodontidae
Cantherhines pardalis,Chordata,Actinopterygii,Monacanthidae
Zebrasoma flavescens,Chordata,Actinopterygii,Acanthuridae
Sargocentron tiere,Chordata,Actinopterygii,Holocentridae
Thalassoma purpureum,Chordata,Actinopterygii,Labridae
Sebastapistes sp,Chordata,Actinopterygii,Scorpaenidae
Sargocentron punctatissimum,Chordata,Actinopterygii,Holocentridae
Caranx melampygus,Chordata,Actinopterygii,Carangidae
Hyporhamphus affinis,Chordata,Actinopterygii,Hemiramphidae
Rhinecanthus rectangulus,Chordata,Actinopterygii,Balistidae
Hemitaurichthys polylepis,Chordata,Actinopterygii,Chaetodontidae
Scarus globiceps,Chordata,Actinopterygii,Scaridae
Holocentridae sp1,Chordata,Actinopterygii,Holocentridae
Aspidontus taeniatus,Chordata,Actinopterygii,Blenniidae
Cheilodipterus quinquelineatus,Chordata,Actinopterygii,Apogonidae
Chrysiptera glauca,Chordata,Actinopterygii,Pomacentridae
Monotaxis sp,Chordata,Actinopterygii,Lethrinidae
Acanthurus nigroris,Chordata,Actinopterygii,Acanthuridae
Balistoides viridescens,Chordata,Actinopterygii,Balistidae
Naso unicornis,Chordata,Actinopterygii,Acanthuridae
Naso brachycentron,Chordata,Actinopterygii,Acanthuridae
Gobiidae sp1,Chordata,Actinopterygii,Gobiidae
Scarus frenatus,Chordata,Actinopterygii,Scaridae
Hipposcarus longiceps,Chordata,Actinopterygii,Scaridae
Variola louti,Chordata,Actinopterygii,Serranidae
Atrosalarias fuscus,Chordata,Actinopterygii,Blenniidae
Pristiapogon kallopterus,Chordata,Actinopterygii,Apogonidae
Cheilio inermis,Chordata,Actinopterygii,Labridae
Lethrinus olivaceus,Chordata,Actinopterygii,Lethrinidae
Amblygobius nocturnus,Chordata,Actinopterygii,Gobiidae
Cheilinus undulatus,Chordata,Actinopterygii,Labridae
Ostracion cubicus,Chordata,Actinopterygii,Ostraciidae
Gobiidae sp2,Chordata,Actinopterygii,Gobiidae
Carangidae unidentified,Chordata,Actinopterygii,Carangidae
Ptereleotris heteroptera,Chordata,Actinopterygii,Microdesmidae
Scaridae sp3,Chordata,Actinopterygii,Scaridae
Thalassoma trilobatum,Chordata,Actinopterygii,Labridae
Chaetodon mertensii,Chordata,Actinopterygii,Chaetodontidae
Paragobiodon echinocephalus,Chordata,Actinopterygii,Gobiidae
Naso hexacanthus,Chordata,Actinopterygii,Acanthuridae
Bothus mancus,Chordata,Actinopterygii,Bothidae
Lethrinus sp,Chordata,Actinopterygii,Lethrinidae
Pseudobalistes flavimarginatus,Chordata,Actinopterygii,Balistidae
Pseudodax moluccanus,Chordata,Actinopterygii,Labridae
Scorpaenopsis papuensis,Chordata,Actinopterygii,Scorpaenidae
Sebastapistes tinkhami,Chordata,Actinopterygii,Scorpaenidae
Triaenodon obesus,Chordata,Elasmobranchii,Carcharhinidae
Anampses melanurus,Chordata,Actinopterygii,Labridae
Epinephelus hexagonatus,Chordata,Actinopterygii,Serranidae
Aprion virescens,Chordata,Actinopterygii,Lutjanidae
Echeneis naucrates,Chordata,Actinopterygii,Echeneidae
Echidna nebulosa,Chordata,Actinopterygii,Muraenidae
Synanceia verrucosa,Chordata,Actinopterygii,Synanceiidae
Neoniphon opercularis,Chordata,Actinopterygii,Holocentridae
Eviota sp,Chordata,Actinopterygii,Gobiidae
Ostorhinchus angustatus,Chordata,Actinopterygii,Apogonidae
Chanos chanos,Chordata,Actinopterygii,Chanidae
Labridae sp2,Chordata,Actinopterygii,Labridae
Scaridae sp7,Chordata,Actinopterygii,Scaridae
Lutjanus bohar,Chordata,Actinopterygii,Lutjanidae
Asterropteryx semipunctata,Chordata,Actinopterygii,Gobiidae
Pseudanthias mooreanus,Chordata,Actinopterygii,Serranidae
Calotomus carolinus,Chordata,Actinopterygii,Scaridae
Myripristis murdjan,Chordata,Actinopterygii,Holocentridae
Centropyge multifasciata,Chordata,Actinopterygii,Pomacanthidae
Acanthurus lineatus,Chordata,Actinopterygii,Acanthuridae
Ptereleotris microlepis,Chordata,Actinopterygii,Microdesmidae
Asterropteryx striata,Chordata,Actinopterygii,Gobiidae
Gobiidae sp3,Chordata,Actinopterygii,Gobiidae
Grammistes sexlineatus,Chordata,Actinopterygii,Serranidae
Acanthurus blochii,Chordata,Actinopterygii,Acanthuridae
Stegastes albifasciatus,Chordata,Actinopterygii,Pomacentridae
Nectamia fusca,Chordata,Actinopterygii,Apogonidae
Gobiidae sp6,Chordata,Actinopterygii,Gobiidae
Platax orbicularis,Chordata,Actinopterygii,Ephippidae
Caranx ignobilis,Chordata,Actinopterygii,Carangidae
Scaridae sp2,Chordata,Actinopterygii,Scaridae
Scaridae sp4,Chordata,Actinopterygii,Scaridae
Carangidae sp1,Chordata,Actinopterygii,Carangidae
Labridae sp1,Chordata,Actinopterygii,Labridae
Lactoria cornuta,Chordata,Actinopterygii,Ostraciidae
Naso sp,Chordata,Actinopterygii,Acanthuridae
Pterois antennata,Chordata,Actinopterygii,Scorpaenidae
Gobiidae unidentified,Chordata,Actinopterygii,Gobiidae
Abudefduf sordidus,Chordata,Actinopterygii,Pomacentridae
Acanthurus guttatus,Chordata,Actinopterygii,Acanthuridae
Balistidae sp1,Chordata,Actinopterygii,Balistidae
Pristiapogon exostigma,Chordata,Actinopterygii,Apogonidae
Acanthuridae unidentified,Chordata,Actinopterygii,Acanthuridae
Kyphosus sp,Chordata,Actinopterygii,Kyphosidae
Scaridae sp8,Chordata,Actinopterygii,Scaridae
Labridae unidentified,Chordata,Actinopterygii,Labridae
Scarus ghobban,Chordata,Actinopterygii,Scaridae
Gobiidae sp9,Chordata,Actinopterygii,Gobiidae
Scaridae sp1,Chordata,Actinopterygii,Scaridae
Cirrhitichthys oxycephalus,Chordata,Actinopterygii,Cirrhitidae
Gobiidae sp8,Chordata,Actinopterygii,Gobiidae
Osteichthyes unidentified,NULL,NULL,NULL
Paragobiodon lacunicolus,Chordata,Actinopterygii,Gobiidae
Hologymnosus doliatus,Chordata,Actinopterygii,Labridae
Lutjanus rivulatus,Chordata,Actinopterygii,Lutjanidae
Parapercis multiplicata,Chordata,Actinopterygii,Pinguipedidae
Ptereleotris monoptera,Chordata,Actinopterygii,Microdesmidae
Chlorurus frontalis,Chordata,Actinopterygii,Scaridae
Aspidontus dussumieri,Chordata,Actinopterygii,Blenniidae
Sebastapistes cyanostigma,Chordata,Actinopterygii,Scorpaenidae
Taenianotus triacanthus,Chordata,Actinopterygii,Scorpaenidae
Synodus variegatus,Chordata,Actinopterygii,Synodontidae
Hyporhamphus sp,Chordata,Actinopterygii,Hemiramphidae
Polydactylus sexfilis,Chordata,Actinopterygii,Polynemidae
Plectroglyphidodon flaviventris,Chordata,Actinopterygii,Pomacentridae
Scorpaenopsis diabolus,Chordata,Actinopterygii,Scorpaenidae
Gobiidae sp7,Chordata,Actinopterygii,Gobiidae
Scorpaenidae unidentified,Chordata,Actinopterygii,Scorpaenidae
Blenniidae sp6,Chordata,Actinopterygii,Blenniidae
Gymnothorax buroensis,Chordata,Actinopterygii,Muraenidae
Gymnomuraena zebra,Chordata,Actinopterygii,Muraenidae
Cheilodipterus macrodon,Chordata,Actinopterygii,Apogonidae
Sphyraena qenie,Chordata,Actinopterygii,Sphyraenidae
Scomberoides lysan,Chordata,Actinopterygii,Carangidae
Cephalopholis microprion,Chordata,Actinopterygii,Serranidae
Naso sp1,Chordata,Actinopterygii,Acanthuridae
Pogonoperca punctata,Chordata,Actinopterygii,Serranidae
Gobiidae sp4,Chordata,Actinopterygii,Gobiidae
Caranx sexfasciatus,Chordata,Actinopterygii,Carangidae
Scaridae sp5,Chordata,Actinopterygii,Scaridae
Scaridae sp6,Chordata,Actinopterygii,Scaridae
Amblyeleotris fasciata,Chordata,Actinopterygii,Gobiidae
Oxycheilinus lineatus,Chordata,Actinopterygii,Labridae
Halichoeres sp,Chordata,Actinopterygii,Labridae
Anampses meleagrides,Chordata,Actinopterygii,Labridae
Sebastapistes strongia,Chordata,Actinopterygii,Scorpaenidae
Cheilopogon simus,Chordata,Actinopterygii,Exocoetidae
Synchiropus ocellatus,Chordata,Actinopterygii,Callionymidae
Gallinula chloropus,Chordata,Aves,Rallidae
Alauda arvensis,Chordata,Aves,Alaudidae
Emberiza schoeniclus,Chordata,Aves,Emberizidae
Anthus pratensis,Chordata,Aves,Motacillidae
Vanellus vanellus,Chordata,Aves,Charadriidae
Corvus corax,Chordata,Aves,Corvidae
Columba oenas,Chordata,Aves,Columbidae
Corvus monedula,Chordata,Aves,Corvidae
Haematopus ostralegus,Chordata,Aves,Haematopodidae
Corvus corone,Chordata,Aves,Corvidae
Turdus merula,Chordata,Aves,Turdidae
Buteo buteo,Chordata,Aves,Accipitridae
Motacilla alba,Chordata,Aves,Motacillidae
Oenanthe oenanthe,Chordata,Aves,Muscicapidae
Prunella modularis,Chordata,Aves,Prunellidae
Sturnus vulgaris,Chordata,Aves,Sturnidae
Pyrrhocorax pyrrhocorax,Chordata,Aves,Corvidae
Saxicola torquata,Chordata,Aves,Muscicapidae
Hirundo rustica,Chordata,Aves,Hirundinidae
Anas platyrhynchos,Chordata,Aves,Anatidae
Gallinago gallinago,Chordata,Aves,Scolopacidae
Acanthis cannabina,Chordata,Aves,Fringillidae
Acrocephalus schoenobaenus,Chordata,Aves,Acrocephalidae
Rallus aquaticus,Chordata,Aves,Rallidae
Cuculus canorus,Chordata,Aves,Cuculidae
Crex crex,Chordata,Aves,Rallidae
Falco peregrinus,Chordata,Aves,Falconidae
Sylvia communis,Chordata,Aves,Sylviidae
Erithacus rubecula,Chordata,Aves,Muscicapidae
Anas crecca,Chordata,Aves,Anatidae
Anas americana,Chordata,Aves,Anatidae
Anas discors,Chordata,Aves,Anatidae
Bucephala albeola,Chordata,Aves,Anatidae
Anas acuta,Chordata,Aves,Anatidae
Anas strepera,Chordata,Aves,Anatidae
Aythya collaris,Chordata,Aves,Anatidae
Aythya valisineria,Chordata,Aves,Anatidae
Aythya affinis,Chordata,Aves,Anatidae
Anas clypeata,Chordata,Aves,Anatidae
Aythya americana,Chordata,Aves,Anatidae
Oxyura jamaicensis,Chordata,Aves,Anatidae
Bonasa bonasia,Chordata,Aves,Phasianidae
Tetrao tetrix,Chordata,Aves,Phasianidae
Lagopus lagopus,Chordata,Aves,Phasianidae
Tetrao urogallus,Chordata,Aves,Phasianidae
Martes martes,Chordata,Mammalia,Mustelidae
Vulpes vulpes,Chordata,Mammalia,Canidae
Mustela erminea,Chordata,Mammalia,Mustelidae
Tamias striatus,Chordata,Mammalia,Sciuridae
Blarina transitans,Chordata,Mammalia,Soricidae
Clethrionomys gapperi,Chordata,Mammalia,Cricetidae
Napaeozapus insignis,Chordata,Mammalia,Dipodidae
Peromyscus spec,Chordata,Mammalia,Cricetidae
Nenia tridens,Mollusca,Gastropoda,Clausiliidae
Caracolus caracolla,Mollusca,Gastropoda,Solaropsidae
Lamellaxis gracilis,Mollusca,Gastropoda,Achatinidae
Polydontes acutangul,Mollusca,Gastropoda,Sagdidae
Alcadia striata,Mollusca,Gastropoda,Helicinidae
Gaeotis nigrolineata,Mollusca,Gastropoda,Amphibulimidae
Alcadia alta,Mollusca,Gastropoda,Helicinidae
Platysuccinea portoricensis,Mollusca,Gastropoda,Sagdidae
Oleacina playa,Oleacina,NULL,NULL
Oleacina glabra,Oleacina,NULL,NULL
Austroselenites alticola,Mollusca,Gastropoda,Haplotrematidae
Vaginulus occientalis,Mollusca,Gastropoda,Veronicellidae
Cepolis squamosa,Mollusca,Gastropoda,Cepolidae
Megalomastoma croceum,Mollusca,Gastropoda,Megalomastomatidae
Subulina octana,Mollusca,Gastropoda,Achatinidae
Obeliscus terebraster,Mollusca,Gastropoda,Achatinidae
Caracolus marginella,Mollusca,Gastropoda,Solaropsidae
Morphospecies,NULL,NULL,NULL
Cepolis musicola,Mollusca,Gastropoda,Cepolidae
Peromyscus leucopus,Chordata,Mammalia,Cricetidae
Perognathus flavus,Chordata,Mammalia,Heteromyidae
Onychomys arenicola,Chordata,Mammalia,Cricetidae
Dipodomys merriami,Chordata,Mammalia,Heteromyidae
Peromyscus truei,Chordata,Mammalia,Cricetidae
Eutamias dorsalis,Chordata,Mammalia,Sciuridae
Reithrodontomys megalotis,Chordata,Mammalia,Cricetidae
Dipodomys ordii,Chordata,Mammalia,Heteromyidae
Peromyscus eremicus,Chordata,Mammalia,Cricetidae
Perognathus flavescens,Chordata,Mammalia,Heteromyidae
Neotoma albigula,Chordata,Mammalia,Cricetidae
Spermophilus spilosoma,Chordata,Mammalia,Sciuridae
Chaetodipus intermedius,Chordata,Mammalia,Heteromyidae
Dipodomys spectabilis,Chordata,Mammalia,Heteromyidae
Peromyscus boylii,Chordata,Mammalia,Cricetidae
Neotoma micropus,Chordata,Mammalia,Cricetidae
Reithrodontomys montanus,Chordata,Mammalia,Cricetidae
Onychomys leucogaster,Chordata,Mammalia,Cricetidae
Peromyscus difficilis,Chordata,Mammalia,Cricetidae
Ammospermophilus leucurus,Chordata,Mammalia,Sciuridae
Ammospermophilus interpres,Chordata,Mammalia,Sciuridae
Eutamias quadrivittatus,Chordata,Mammalia,Sciuridae
Sigmodon hispidus,Chordata,Mammalia,Cricetidae
Peromyscus maniculatus,Chordata,Mammalia,Cricetidae
Morphospecies mammal,NULL,NULL,NULL
Onychomys spec,Chordata,Mammalia,Cricetidae
remi ,NULL,NULL,NULL
Perca flavescens,Chordata,Actinopterygii,Percidae
Morone mississippiensis,Chordata,Actinopterygii,Moronidae
Cyprinus carpio,Chordata,Actinopterygii,Cyprinidae
Pimephales notatus,Chordata,Actinopterygii,Cyprinidae
Micropterus salmoides,Chordata,Actinopterygii,Centrarchidae
Aplodinotus grunniens,Chordata,Actinopterygii,Sciaenidae
Pomoxis nigromaculatuss,Chordata,Actinopterygii,Centrarchidae
